fund_code,fund_name,fund_kind,data_date,price,shares_outstanding,investor_count,portfolio_size,exchange_bulletin_price
AAL,ATA PORTFÖY PARA PİYASASI (TL) FONU,YAT,2026-04-24,3.163587,960084201,4845,3037309510.91,
